law,id_palette,cr1,cg1,cb1,cr2,cg2,cb2,cr3,cg3,cb3,cr4,cg4,cb4,cr5,cg5,cb5
0,954,0.044955,0.022940,0.050000,0.258490,0.131903,0.287500,0.899095,0.458794,1.000000,0.685560,0.349830,0.762500,0.472025,0.240867,0.525000
0,955,0.013893,0.046768,0.050000,0.079885,0.268915,0.287500,0.145877,0.491062,0.525000,0.277862,0.935357,1.000000,0.211869,0.713210,0.762500
0,956,0.116268,0.272959,0.149485,0.235631,0.553184,0.302949,0.148418,0.348436,0.190820,0.126914,0.297951,0.163172,0.182001,0.427277,0.233997
0,957,0.264763,0.553184,0.277983,0.166767,0.348436,0.175094,0.462721,0.966789,0.485826,0.142604,0.297951,0.149725,0.204501,0.427277,0.214713
0,958,0.195260,0.089907,0.287500,0.517862,0.238449,0.762500,0.356561,0.164178,0.525000,0.679164,0.312720,1.000000,0.033958,0.015636,0.050000
0,959,0.545376,0.762500,0.269590,0.715248,1.000000,0.353561,0.375505,0.525000,0.185620,0.205634,0.287500,0.101649,0.035762,0.050000,0.017678
0,960,0.024892,0.209973,0.169235,0.041306,0.348436,0.280833,0.114609,0.966789,0.779214,0.029735,0.250827,0.202162,0.058165,0.490652,0.395456
0,961,0.023238,0.039216,0.050000,0.133617,0.225494,0.287500,0.464755,0.784326,1.000000,0.354376,0.598048,0.762500,0.243996,0.411771,0.525000
0,962,0.109547,0.204234,0.490652,0.185983,0.346738,0.833003,0.135042,0.251767,0.604844,0.056002,0.104407,0.250827,0.046880,0.087402,0.209973
0,963,0.472937,0.090285,0.490652,0.802928,0.153281,0.833003,0.793824,0.151543,0.823558,0.583006,0.111298,0.604844,0.202392,0.038637,0.209973
0,964,0.507213,0.525000,0.205819,0.048306,0.050000,0.019602,0.277760,0.287500,0.112710,0.736667,0.762500,0.298927,0.966120,1.000000,0.392035
0,965,0.647566,0.284328,0.823558,0.475590,0.208818,0.604844,0.349627,0.153511,0.444647,0.486381,0.213556,0.618567,0.654992,0.287588,0.833003
0,966,0.223083,0.762500,0.437325,0.292569,1.000000,0.573541,0.153598,0.525000,0.301109,0.084113,0.287500,0.164893,0.014628,0.050000,0.028677
0,967,0.823558,0.210951,0.702710,0.695565,0.178166,0.593498,0.444647,0.113895,0.379400,0.618567,0.158444,0.527798,0.053066,0.013593,0.045279
0,968,0.174514,0.695565,0.460737,0.111560,0.444647,0.294531,0.039316,0.156704,0.103800,0.155195,0.618567,0.409734,0.013314,0.053066,0.035150
0,969,0.686383,0.279083,0.516853,0.695565,0.282816,0.523767,0.618567,0.251509,0.465787,0.156704,0.063716,0.118000,0.053066,0.021577,0.039959
0,970,0.053066,0.050178,0.013588,0.695565,0.657713,0.178101,0.686383,0.649031,0.175750,0.777876,0.735545,0.199177,0.156704,0.148176,0.040124
0,971,1.000000,0.765520,0.255556,0.525000,0.401898,0.134167,0.287500,0.220087,0.073472,0.050000,0.038276,0.012778,0.762500,0.583709,0.194861
0,972,0.387945,0.762500,0.072891,0.267110,0.525000,0.050187,0.146274,0.287500,0.027484,0.025439,0.050000,0.004780,0.508781,1.000000,0.095595
0,973,0.525000,0.489561,0.261523,0.762500,0.711029,0.379831,0.050000,0.046625,0.024907,0.287500,0.268093,0.143215,1.000000,0.932498,0.498139
0,974,0.250239,0.045935,0.747895,0.260270,0.047777,0.777876,0.231201,0.042441,0.690996,0.154642,0.028387,0.462183,0.334216,0.061351,0.998881
0,975,0.690996,0.297466,0.612015,0.217086,0.093453,0.192273,0.462183,0.198964,0.409355,0.747895,0.321960,0.662410,0.998881,0.430007,0.884709
0,976,0.552586,0.204308,0.998881,0.382263,0.141334,0.690996,0.255682,0.094533,0.462183,0.258103,0.095429,0.466560,0.120093,0.044402,0.217086
0,977,0.762500,0.620554,0.081008,1.000000,0.813842,0.106240,0.287500,0.233980,0.030544,0.050000,0.040692,0.005312,0.525000,0.427267,0.055776
0,978,0.462707,0.998881,0.737353,0.377145,0.814170,0.601004,0.216123,0.466560,0.344405,0.443486,0.957386,0.706723,0.100560,0.217086,0.160248
0,979,0.519397,0.369538,0.814170,0.610761,0.434542,0.957386,0.212707,0.151336,0.333424,0.138489,0.098532,0.217086,0.297640,0.211764,0.466560
0,980,0.333424,0.331509,0.028140,0.814170,0.809493,0.068714,0.394871,0.392602,0.033326,0.957386,0.951886,0.080801,0.466560,0.463879,0.039376
0,981,0.246529,0.287500,0.103002,0.042875,0.050000,0.017913,0.450183,0.525000,0.188090,0.653837,0.762500,0.273178,0.857491,1.000000,0.358267
0,982,0.031373,0.084776,0.086009,0.121621,0.328645,0.333424,0.144034,0.389210,0.394871,0.349219,0.943662,0.957386,0.052884,0.142905,0.144983
0,983,0.086009,0.042123,0.049893,0.333424,0.163296,0.193416,0.394871,0.193390,0.229060,0.536140,0.262577,0.311009,0.144983,0.071006,0.084103
0,984,0.180965,0.105622,0.849961,0.018312,0.010688,0.086009,0.084072,0.049069,0.394871,0.030868,0.018017,0.144983,0.114150,0.066624,0.536140
0,985,0.132132,0.849961,0.334877,0.013371,0.086009,0.033887,0.014512,0.093349,0.036779,0.022539,0.144983,0.057122,0.083346,0.536140,0.211234
0,986,0.123269,0.039675,0.144983,0.722661,0.232597,0.849961,0.106966,0.034428,0.125808,0.079368,0.025545,0.093349,0.455842,0.146718,0.536140
0,987,0.090593,0.127836,0.287500,0.315106,0.444648,1.000000,0.015755,0.022232,0.050000,0.165431,0.233440,0.525000,0.240268,0.339044,0.762500
0,988,0.525000,0.211182,0.225545,0.287500,0.115648,0.123513,0.050000,0.020113,0.021480,0.762500,0.306717,0.327577,1.000000,0.402252,0.429610
0,989,0.016503,0.063117,0.953539,0.002177,0.008328,0.125808,0.014562,0.055695,0.841398,0.001616,0.006179,0.093349,0.001980,0.007574,0.114426
0,990,0.514513,0.953539,0.241886,0.067884,0.125808,0.031914,0.454004,0.841398,0.213439,0.061742,0.114426,0.029027,0.353349,0.654857,0.166119
0,991,0.413778,0.037616,0.525000,0.039407,0.003582,0.050000,0.788148,0.071650,1.000000,0.600963,0.054633,0.762500,0.226593,0.020599,0.287500
0,992,0.092875,0.114426,0.056143,0.719771,0.886789,0.435101,0.231340,0.285021,0.139845,0.773948,0.953539,0.467852,0.531520,0.654857,0.321304
0,993,0.926248,1.000000,0.312967,0.706264,0.762500,0.238637,0.046312,0.050000,0.015648,0.266296,0.287500,0.089978,0.486280,0.525000,0.164308
0,994,0.614122,0.354884,0.153646,0.654857,0.378424,0.163837,0.684522,0.395566,0.171259,0.886789,0.512451,0.221864,0.285021,0.164706,0.071309
0,995,0.192915,0.614122,0.307472,0.215030,0.684522,0.342719,0.043998,0.140063,0.070125,0.278569,0.886789,0.443988,0.089534,0.285021,0.142701
0,996,0.194000,0.614122,0.135425,0.216239,0.684522,0.150949,0.044246,0.140063,0.030886,0.039659,0.125544,0.027685,0.280135,0.886789,0.195553
0,997,0.369182,0.690217,1.000000,0.281501,0.526291,0.762500,0.106140,0.198438,0.287500,0.193821,0.362364,0.525000,0.018459,0.034511,0.050000
0,998,0.000749,0.203232,0.525000,0.001426,0.387109,1.000000,0.000410,0.111294,0.287500,0.001088,0.295170,0.762500,0.000071,0.019355,0.050000
0,999,0.062004,0.484351,0.464164,0.016071,0.125544,0.120311,0.019959,0.155915,0.149416,0.017930,0.140063,0.134226,0.073003,0.570274,0.546505
1,0,0.472315,0.353930,0.484351,0.559242,0.450733,0.570274,0.118713,0.051523,0.125544,0.053115,0.028450,0.055623,0.148321,0.073628,0.155915
1,1,0.174216,0.287500,0.271186,0.715235,0.762500,0.755693,0.480494,1.000000,0.925185,0.040843,0.050000,0.048681,0.272917,0.525000,0.488697
1,2,1.000000,0.167639,0.042230,1.000000,0.238028,0.123225,1.000000,0.931532,0.921216,1.000000,0.684497,0.636961,1.000000,0.550109,0.482326
1,3,0.061996,0.016136,0.063939,0.104161,0.041287,0.106826,0.100217,0.049858,0.102351,0.962791,0.084649,1.000000,0.055469,0.051836,0.055623
1,4,0.682574,0.473737,1.000000,0.883981,0.807652,1.000000,0.576275,0.297504,1.000000,0.804048,0.675130,1.000000,0.535136,0.229299,1.000000
1,5,0.962282,0.396370,1.000000,0.949368,0.189710,1.000000,0.995558,0.928905,1.000000,0.955926,0.294659,1.000000,0.982596,0.721477,1.000000
1,6,0.944626,1.000000,0.818371,0.888201,1.000000,0.633292,0.843165,1.000000,0.485572,0.772096,1.000000,0.252463,0.832408,1.000000,0.450288
1,7,0.397402,0.145006,0.045355,1.000000,0.344941,0.086311,0.831960,0.390300,0.215924,0.798487,0.421047,0.272027,0.523238,0.263443,0.160871
1,8,0.880690,0.824049,1.000000,0.944923,0.918776,1.000000,0.533813,0.312498,1.000000,0.985045,0.977946,1.000000,0.637737,0.465759,1.000000
1,9,1.000000,0.915990,0.963776,1.000000,0.493706,0.781690,1.000000,0.521389,0.793627,1.000000,0.866381,0.942385,1.000000,0.851540,0.935985
1,10,0.291408,1.000000,0.422298,0.437433,0.683333,0.482855,0.048151,0.050000,0.048493,0.275795,0.366667,0.292581,0.577424,1.000000,0.655481
1,11,0.703327,0.864476,1.000000,0.532882,0.786615,1.000000,0.975489,0.988803,1.000000,0.472917,0.759222,1.000000,0.223980,0.645505,1.000000
1,12,0.502193,0.683333,0.528277,0.233612,0.366667,0.252771,0.030893,0.050000,0.033644,0.516555,1.000000,0.586169,0.385393,1.000000,0.473894
1,13,0.423050,1.000000,0.504121,0.349809,1.000000,0.441171,0.546088,1.000000,0.609870,0.217988,1.000000,0.327874,0.665269,1.000000,0.712305
1,14,1.000000,0.260761,0.428294,1.000000,0.397052,0.533698,1.000000,0.554538,0.655493,1.000000,0.344651,0.493173,1.000000,0.362686,0.507120
1,15,0.098015,1.000000,0.266680,0.032026,1.000000,0.213030,0.597466,1.000000,0.672737,0.054737,1.000000,0.231495,0.757232,1.000000,0.802628
1,16,1.000000,0.626572,0.919421,0.050000,0.040235,0.047893,0.366667,0.056217,0.299677,1.000000,0.112312,0.808452,0.683333,0.620391,0.669751
1,17,0.174375,0.822728,1.000000,0.739235,0.944011,1.000000,0.716049,0.939032,1.000000,0.337337,0.857718,1.000000,0.889938,0.976368,1.000000
1,18,0.844581,0.996819,1.000000,0.221221,0.984061,1.000000,0.344440,0.986583,1.000000,0.975727,0.999503,1.000000,0.568384,0.991166,1.000000
1,19,1.000000,0.902745,0.968785,1.000000,0.781674,0.929926,1.000000,0.817631,0.941467,1.000000,0.920031,0.974333,1.000000,0.493039,0.837286
1,20,0.763001,0.694384,1.000000,0.707524,0.622846,1.000000,0.408336,0.237035,1.000000,0.530058,0.393998,1.000000,0.317273,0.119607,1.000000
1,21,1.000000,0.522037,0.010820,1.000000,0.936565,0.868716,1.000000,0.861803,0.713992,1.000000,0.655953,0.287970,1.000000,0.730454,0.442155
1,22,0.556139,1.000000,0.547258,0.434303,1.000000,0.422985,0.450548,1.000000,0.439555,0.513248,1.000000,0.503509,0.657664,1.000000,0.650815
1,23,0.844752,0.843728,0.825943,0.690064,0.670152,0.324363,0.224934,0.221258,0.157417,0.253327,0.243034,0.064288,0.738081,0.713908,0.294126
1,24,0.762500,0.412127,0.182519,1.000000,0.401491,0.009272,0.050000,0.042477,0.037547,0.287500,0.127297,0.022313,0.525000,0.343551,0.224643
1,25,0.145262,1.000000,0.163787,0.344324,0.367112,0.344818,0.199567,0.682990,0.210045,0.147225,0.224934,0.148909,0.443988,0.738081,0.450362
1,26,0.968182,1.000000,0.927712,0.762441,1.000000,0.460295,0.782922,1.000000,0.506825,0.955113,1.000000,0.898021,0.832052,1.000000,0.618443
1,27,1.000000,0.877461,0.431363,1.000000,0.918489,0.621751,1.000000,0.803636,0.088784,1.000000,0.840984,0.262097,1.000000,0.795754,0.052209
1,28,0.267214,0.243175,0.367112,0.292980,0.199132,0.682990,0.446392,0.349662,0.848383,0.081458,0.081048,0.083164,0.575547,0.556059,0.656539
1,29,0.089303,0.083954,1.000000,0.278948,0.274713,1.000000,0.515007,0.512159,1.000000,0.226366,0.221822,1.000000,0.560217,0.557634,1.000000
1,30,0.575363,0.705859,1.000000,0.747541,0.825125,1.000000,0.406841,0.589126,1.000000,0.262251,0.488971,1.000000,0.856205,0.900395,1.000000
1,31,1.000000,0.379799,0.651887,0.683333,0.649691,0.664450,1.000000,0.284685,0.598500,0.050000,0.029045,0.038238,0.366667,0.185427,0.264938
1,32,1.000000,0.154830,0.954003,1.000000,0.840752,0.991333,1.000000,0.712047,0.984329,1.000000,0.563439,0.976241,1.000000,0.693762,0.983334
1,33,1.000000,0.489403,0.522326,1.000000,0.616170,0.640919,1.000000,0.814027,0.826019,1.000000,0.458185,0.493120,1.000000,0.707400,0.726267
1,34,1.000000,0.439257,0.621562,0.683333,0.510647,0.566790,0.050000,0.043625,0.045698,0.366667,0.354795,0.358655,1.000000,0.653703,0.766289
1,35,0.787560,1.000000,0.753504,0.602132,1.000000,0.538348,0.687631,1.000000,0.637555,0.519407,1.000000,0.442362,0.506036,1.000000,0.426848
1,36,0.084437,0.506673,1.000000,0.505424,0.733511,1.000000,0.550396,0.757742,1.000000,0.702034,0.839449,1.000000,0.851404,0.919933,1.000000
1,37,0.104429,0.123295,0.204254,0.080451,0.138882,0.389625,0.835680,0.860264,0.965759,0.048296,0.174842,0.717889,0.084504,0.152874,0.446272
1,38,0.028064,0.045787,0.050000,0.631380,0.737316,0.762500,0.478119,0.899763,1.000000,0.397473,0.500506,0.525000,0.254838,0.281227,0.287500
1,39,0.366667,0.267840,0.125617,0.050000,0.042808,0.032458,1.000000,0.664273,0.181122,1.000000,0.713328,0.300774,0.683333,0.610234,0.505035
1,40,1.000000,0.626364,0.684845,1.000000,0.514184,0.590223,1.000000,0.408991,0.501495,1.000000,0.001374,0.157678,1.000000,0.215281,0.338104
1,41,0.951481,1.000000,0.997224,0.371720,1.000000,0.964057,0.489847,1.000000,0.970815,0.964967,1.000000,0.997996,0.784188,1.000000,0.987654
1,42,0.342192,0.330566,0.366667,0.808237,0.717143,1.000000,0.034464,0.027084,0.050000,0.595701,0.554072,0.683333,0.610910,0.426078,1.000000
1,43,0.912219,1.000000,0.493975,0.867672,1.000000,0.237174,0.938861,1.000000,0.647552,0.926850,1.000000,0.578317,0.862945,1.000000,0.209924
1,44,0.211722,0.449639,0.697265,0.397305,0.603589,0.818289,0.393095,0.483309,0.577204,0.262518,0.462314,0.670262,0.354869,0.456789,0.562869
1,45,0.026657,0.818289,0.165258,0.416196,0.562869,0.441876,0.084580,0.577204,0.170829,0.434224,0.670262,0.475550,0.295290,0.769230,0.378268
1,46,0.545071,0.105213,1.000000,0.924795,0.852081,1.000000,0.500862,0.018260,1.000000,0.935294,0.872732,1.000000,0.837509,0.680402,1.000000
1,47,0.995292,1.000000,0.916251,0.951419,1.000000,0.135773,0.971092,1.000000,0.485745,0.945488,1.000000,0.030257,0.956288,1.000000,0.222390
1,48,0.548810,0.287037,0.769230,0.319538,0.030557,0.562869,0.487847,0.461216,0.510272,0.063165,0.012146,0.106124,0.114669,0.098310,0.128445
1,49,0.557658,1.000000,0.483565,0.565977,1.000000,0.493277,0.846433,1.000000,0.820710,0.907867,1.000000,0.892434,0.672424,1.000000,0.617554
1,50,0.639304,0.762500,0.653467,0.403873,0.525000,0.417798,0.177743,0.287500,0.190361,0.045605,0.050000,0.046110,0.453607,1.000000,0.516421
1,51,0.658118,1.000000,0.727291,0.587203,1.000000,0.670724,0.722796,1.000000,0.778882,0.595667,1.000000,0.677475,0.424769,1.000000,0.541155
1,52,1.000000,0.434198,0.298018,1.000000,0.278632,0.105009,1.000000,0.686751,0.611356,1.000000,0.332638,0.172014,1.000000,0.875354,0.845353
1,53,0.482983,1.000000,0.394036,0.349919,0.525000,0.319798,0.030444,0.050000,0.027079,0.734018,0.762500,0.729118,0.246777,0.287500,0.239771
1,54,0.891741,0.885648,1.000000,0.138815,0.090347,1.000000,0.125793,0.076592,1.000000,0.665636,0.646818,1.000000,0.737328,0.722544,1.000000
1,55,0.788643,1.000000,0.110710,0.996566,1.000000,0.985551,0.927573,1.000000,0.695260,0.987199,1.000000,0.946140,0.868178,1.000000,0.445353
1,56,0.505482,1.000000,0.894597,0.034498,1.000000,0.794211,0.702369,1.000000,0.936562,0.583871,1.000000,0.911305,0.143305,1.000000,0.817402
1,57,0.921747,0.767394,1.000000,0.950862,0.853938,1.000000,0.841189,0.527939,1.000000,0.739199,0.224776,1.000000,0.863264,0.593555,1.000000
1,58,0.590436,0.294504,1.000000,0.793850,0.644895,1.000000,0.766166,0.597209,1.000000,0.908184,0.841842,1.000000,0.522472,0.177432,1.000000
1,59,0.113410,0.741995,1.000000,0.436195,0.835928,1.000000,0.526274,0.862142,1.000000,0.697056,0.911841,1.000000,0.875162,0.963671,1.000000
1,60,0.799478,0.784711,0.705536,0.965152,0.889435,0.483460,0.356738,0.334305,0.214024,1.000000,0.878479,0.226912,0.593613,0.528483,0.179269
1,61,0.340577,0.762500,0.406803,0.274178,0.525000,0.313548,0.346224,1.000000,0.448843,0.046678,0.050000,0.047199,0.247219,0.287500,0.253542
1,62,0.862783,1.000000,0.775205,0.839871,1.000000,0.737671,0.651899,1.000000,0.429726,0.900377,1.000000,0.836794,0.763603,1.000000,0.612725
1,63,0.091816,0.287500,0.244222,0.149776,1.000000,0.811960,0.046999,0.050000,0.049336,0.511700,0.762500,0.707032,0.476726,0.525000,0.514323
1,64,0.984741,1.000000,0.466891,0.995746,1.000000,0.851392,0.989945,1.000000,0.648684,0.978315,1.000000,0.242362,0.988398,1.000000,0.594657
1,65,0.308959,0.415006,0.561920,0.172476,0.187525,0.208372,0.469470,0.691881,1.000000,0.745132,0.786581,0.844002,0.086403,0.107130,0.135844
1,66,1.000000,0.965714,0.822860,1.000000,0.974586,0.868697,1.000000,0.925129,0.613176,1.000000,0.951522,0.749538,1.000000,0.894677,0.455849
1,67,0.766450,0.922935,1.000000,0.559983,0.854806,1.000000,0.712343,0.905081,1.000000,0.439565,0.815071,1.000000,0.618703,0.874182,1.000000
1,68,0.133892,1.000000,0.910002,0.282410,1.000000,0.925435,0.514594,1.000000,0.949561,0.401136,1.000000,0.937772,0.429564,1.000000,0.940726
1,69,0.688143,0.724350,0.708024,0.116160,0.202498,0.163567,0.124862,0.561920,0.364844,0.405762,0.932751,0.695125,0.335531,0.818869,0.600925
1,70,0.458380,1.000000,0.693721,0.172369,0.287500,0.222395,0.040690,0.050000,0.044735,0.719721,0.762500,0.738309,0.379993,0.525000,0.443000
1,71,0.643321,0.684037,1.000000,0.333435,0.409525,1.000000,0.672107,0.709537,1.000000,0.415916,0.482590,1.000000,0.564484,0.614199,1.000000
1,72,1.000000,0.983231,0.351916,1.000000,0.988434,0.553002,1.000000,0.990384,0.628355,1.000000,0.994943,0.804549,1.000000,0.999489,0.980247
1,73,0.239340,0.994672,0.488375,0.286594,0.742094,0.436774,0.142549,0.271103,0.184934,0.534566,0.896016,0.653737,0.039664,1.000000,0.356290
1,74,0.684059,0.900421,1.000000,0.604122,0.875226,1.000000,0.866947,0.958064,1.000000,0.724589,0.913195,1.000000,0.445650,0.825278,1.000000
1,75,0.713831,0.046956,1.000000,0.585681,0.358115,0.683333,0.960203,0.867463,1.000000,0.301327,0.149061,0.366667,0.037899,0.009700,0.050000
1,76,0.180150,0.278795,0.683333,0.087065,0.266038,1.000000,0.016682,0.023214,0.050000,0.894548,0.915221,1.000000,0.287794,0.303256,0.366667
1,77,0.778795,1.000000,0.737121,0.968149,1.000000,0.962149,0.608908,1.000000,0.535228,0.233401,1.000000,0.088977,0.741952,1.000000,0.693337
1,78,0.677435,0.369358,1.000000,0.599990,0.217948,1.000000,0.818110,0.644390,1.000000,0.732171,0.476372,1.000000,0.942226,0.887048,1.000000
1,79,0.060949,0.111310,0.027411,0.284100,0.383260,0.218064,0.464651,0.771375,0.260388,0.582630,0.668529,0.525426,0.076790,0.079438,0.075026
1,80,0.952679,0.547693,1.000000,0.945389,0.478015,1.000000,0.976881,0.779025,1.000000,0.961642,0.633366,1.000000,0.988014,0.885438,1.000000
1,81,0.411745,0.499000,0.668529,0.174900,0.245701,0.383260,0.069872,0.119238,0.215152,0.151806,0.171020,0.208351,0.014894,0.036826,0.079438
1,82,0.831967,1.000000,0.853396,0.953337,1.000000,0.959287,0.554032,1.000000,0.610905,0.481297,1.000000,0.547446,0.391736,1.000000,0.469306
1,83,1.000000,0.785333,0.188649,1.000000,0.863654,0.484670,1.000000,0.820733,0.322448,1.000000,0.958941,0.844814,1.000000,0.979226,0.921484
1,84,1.000000,0.899219,0.998183,1.000000,0.961862,0.999313,1.000000,0.410192,0.989368,1.000000,0.214182,0.985835,1.000000,0.468163,0.990413
1,85,0.192634,0.134807,0.109420,0.598037,0.305112,0.176515,1.000000,0.434756,0.186609,0.080263,0.051091,0.038285,0.314161,0.288311,0.276963
1,86,1.000000,0.313065,0.596564,1.000000,0.098625,0.470624,1.000000,0.711668,0.830663,1.000000,0.812122,0.889659,1.000000,0.790197,0.876783
1,87,0.327372,0.637269,0.648849,0.063502,0.079659,0.080263,0.094130,0.558945,0.576314,0.000786,0.185724,0.192634,0.288515,0.313237,0.314161
1,88,0.666363,0.478751,1.000000,0.926618,0.885354,1.000000,0.562350,0.316249,1.000000,0.820670,0.719828,1.000000,0.851659,0.768243,1.000000
1,89,1.000000,0.851348,0.461877,1.000000,0.911983,0.681376,1.000000,0.765478,0.151029,1.000000,0.826932,0.373492,1.000000,0.736375,0.045674
1,90,0.163484,0.152653,0.648849,0.168521,0.165091,0.322229,0.457669,0.452871,0.672692,0.199076,0.190657,0.576314,0.580231,0.579026,0.634202
1,91,0.427093,1.000000,0.766346,0.330683,1.000000,0.727026,0.406050,1.000000,0.757764,0.239654,1.000000,0.689901,0.484552,1.000000,0.789780
1,92,0.632082,0.523020,0.634202,0.320744,0.244413,0.322229,0.984751,0.200525,1.000000,0.775711,0.222539,0.786467,0.595103,0.222163,0.602355
1,93,1.000000,0.769446,0.458103,1.000000,0.762063,0.440751,1.000000,0.935827,0.849168,1.000000,0.827731,0.595097,1.000000,0.960123,0.906272
1,94,0.236981,0.297927,0.412851,0.437255,0.494469,0.602355,0.155718,0.156985,0.159372,0.132712,0.306500,0.634202,0.663047,0.705817,0.786467
1,95,1.000000,0.932626,0.970529,1.000000,0.053647,0.586044,1.000000,0.623540,0.835328,1.000000,0.181069,0.641781,1.000000,0.378854,0.728297
1,96,0.248198,0.163515,0.177530,0.493697,0.386593,0.404319,0.786467,0.003626,0.133187,0.159372,0.081187,0.094127,0.412851,0.086481,0.140495
1,97,0.678843,1.000000,0.897370,0.844337,1.000000,0.950256,0.599850,1.000000,0.872126,0.895723,1.000000,0.966677,0.395805,1.000000,0.806921
1,98,1.000000,0.491762,0.831066,0.525000,0.376585,0.475668,0.762500,0.594499,0.706658,0.287500,0.177955,0.251088,0.050000,0.028838,0.042966
1,99,0.488045,0.592452,1.000000,0.444440,0.557740,1.000000,0.537948,0.632178,1.000000,0.943127,0.954726,1.000000,0.565545,0.654147,1.000000
1,100,0.543054,0.687200,1.000000,0.955946,0.969843,1.000000,0.464755,0.633602,1.000000,0.515173,0.668115,1.000000,0.869494,0.910663,1.000000
1,101,0.808209,1.000000,0.961502,0.772717,1.000000,0.954378,0.872919,1.000000,0.974491,0.391573,1.000000,0.877873,0.529662,1.000000,0.905591
1,102,0.439018,0.949533,1.000000,0.623994,0.966174,1.000000,0.807127,0.982649,1.000000,0.968560,0.997172,1.000000,0.540003,0.958618,1.000000
1,103,0.366667,0.340982,0.196574,0.050000,0.049301,0.045371,1.000000,0.918322,0.459103,0.683333,0.658663,0.519957,1.000000,0.968802,0.793397
1,104,0.929798,1.000000,0.778447,0.658519,0.683333,0.605021,0.321212,0.366667,0.223215,0.045184,0.050000,0.034801,0.754708,1.000000,0.225870
1,105,0.027225,0.050000,0.046125,0.432389,1.000000,0.903426,0.412556,0.683333,0.637263,0.309119,0.366667,0.356875,0.108649,1.000000,0.848344
1,106,0.540761,0.876135,0.849621,0.336914,0.695982,0.667594,0.663131,0.806316,0.794996,0.360754,0.620546,0.600007,0.357350,0.689152,0.662920
1,107,0.876135,0.846769,0.752984,0.644712,0.637312,0.613678,0.806316,0.674869,0.255080,0.620546,0.565810,0.391006,0.689152,0.591229,0.278499
1,108,0.762500,0.259777,0.588089,0.525000,0.385160,0.476485,0.050000,0.021420,0.040085,1.000000,0.292098,0.754405,0.287500,0.191132,0.254067
1,109,0.320133,1.000000,0.406763,0.280020,0.689152,0.332152,0.625982,0.707761,0.636402,0.500407,0.783513,0.536481,0.314457,0.644712,0.356539
1,110,0.348720,0.198967,1.000000,0.300557,0.139730,1.000000,0.958530,0.948995,1.000000,0.433393,0.303110,1.000000,0.660689,0.582670,1.000000
1,111,0.964041,1.000000,0.971856,0.790783,1.000000,0.836253,0.720866,1.000000,0.781532,0.419550,1.000000,0.545702,0.599951,1.000000,0.686895
1,112,0.783513,0.515471,0.657693,0.444036,0.391119,0.419197,0.797361,0.732500,0.766915,0.874184,0.419552,0.660778,1.000000,0.261575,0.653380
1,113,0.061892,0.048411,0.086770,0.738478,0.706571,0.797361,0.329289,0.267112,0.444036,0.473275,0.256035,0.874184,0.362344,0.134126,0.783513
1,114,0.789847,0.805472,1.000000,0.126790,0.191711,1.000000,0.951434,0.955044,1.000000,0.199356,0.258882,1.000000,0.463163,0.503076,1.000000
1,115,0.708673,0.585116,1.000000,0.584500,0.408280,1.000000,0.485375,0.267115,1.000000,0.534392,0.336920,1.000000,0.791687,0.703339,1.000000
1,116,0.251899,1.000000,0.619797,0.166038,1.000000,0.576160,0.037527,0.050000,0.043661,0.317525,0.683333,0.497421,0.329767,0.366667,0.347913
1,117,0.062331,0.086770,0.022250,0.084676,0.101736,0.056698,0.171894,0.232573,0.072379,0.057461,0.076463,0.026297,0.811049,0.834038,0.773345
1,118,0.625966,0.358006,1.000000,0.879758,0.793616,1.000000,0.805689,0.666483,1.000000,0.457122,0.068202,1.000000,0.543255,0.216041,1.000000
1,119,0.560610,0.443845,1.000000,0.373286,0.206741,1.000000,0.264063,0.068492,1.000000,0.971051,0.963358,1.000000,0.886851,0.856783,1.000000
1,120,0.533258,0.427487,0.547474,0.677534,0.430808,0.710695,0.259355,0.225289,0.263933,0.097984,0.070068,0.101736,0.213663,0.072963,0.232573
1,121,0.467740,0.683333,0.458537,0.189549,0.366667,0.181988,0.830606,1.000000,0.823375,0.459415,1.000000,0.436338,0.049022,0.050000,0.048980
1,122,0.681697,1.000000,0.378535,0.424280,0.525000,0.328352,0.551523,0.762500,0.350583,0.253536,0.287500,0.221188,0.046471,0.050000,0.043110
1,123,0.326443,1.000000,0.638797,0.025691,0.050000,0.036964,0.211422,1.000000,0.577116,0.615106,0.683333,0.646746,0.115453,0.366667,0.231950
1,124,0.133435,1.000000,0.576861,0.797453,1.000000,0.901097,0.577127,1.000000,0.793513,0.447686,1.000000,0.730308,0.882634,1.000000,0.942691
1,125,0.215988,0.461164,0.237592,0.839545,0.931121,0.847614,0.423186,0.760292,0.452891,0.389267,1.000000,0.443084,0.372137,0.511032,0.384377
1,126,0.821453,1.000000,0.875785,0.880323,1.000000,0.916741,0.064298,1.000000,0.349034,0.853173,1.000000,0.897853,0.586686,1.000000,0.712458
1,127,0.261092,0.287500,0.260663,0.277181,0.525000,0.273158,0.380189,1.000000,0.370127,0.036965,0.050000,0.036753,0.616930,0.762500,0.614567
1,128,0.579484,1.000000,0.374566,0.812361,1.000000,0.720924,0.832658,1.000000,0.751113,0.747430,1.000000,0.624353,0.480815,1.000000,0.227816
1,129,1.000000,0.481090,0.902727,1.000000,0.339118,0.876113,1.000000,0.698554,0.943492,1.000000,0.672669,0.938640,1.000000,0.375688,0.882968
